SPATIAL ANALYSIS METRICS,,Total reads,15378786
SPATIAL ANALYSIS METRICS,,Total assigned reads,14376212,93.48
SPATIAL ANALYSIS METRICS,,Discarded reads,924736,6.01
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,2949375
SPATIAL ANALYSIS METRICS,,Stitched reads,14454050,93.99
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,14376212,99.46
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,172514544
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,170343057,98.74
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,201266968
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,199026422,98.89
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
