SPATIAL ANALYSIS METRICS,,Total reads,28082412
SPATIAL ANALYSIS METRICS,,Total assigned reads,26386059,93.96
SPATIAL ANALYSIS METRICS,,Discarded reads,1555489,5.54
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,4722583
SPATIAL ANALYSIS METRICS,,Stitched reads,26526923,94.46
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,26386059,99.47
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,316632708
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,312683698,98.75
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,369404826
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,365322723,98.89
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
