SPATIAL ANALYSIS METRICS,,Total reads,4256882
SPATIAL ANALYSIS METRICS,,Total assigned reads,3959775,93.02
SPATIAL ANALYSIS METRICS,,Discarded reads,277560,6.52
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,860544
SPATIAL ANALYSIS METRICS,,Stitched reads,3979322,93.48
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,3959775,99.51
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,47517300
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,46887447,98.67
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,55436850
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,54771112,98.80
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
