SPATIAL ANALYSIS METRICS,,Total reads,1455765
SPATIAL ANALYSIS METRICS,,Total assigned reads,1371725,94.23
SPATIAL ANALYSIS METRICS,,Discarded reads,76182,5.23
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,398467
SPATIAL ANALYSIS METRICS,,Stitched reads,1379583,94.77
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,1371725,99.43
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,16460700
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,16256477,98.76
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,19204150
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,19005632,98.97
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
