SPATIAL ANALYSIS METRICS,,Total reads,601496
SPATIAL ANALYSIS METRICS,,Total assigned reads,567315,94.32
SPATIAL ANALYSIS METRICS,,Discarded reads,30709,5.11
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,134414
SPATIAL ANALYSIS METRICS,,Stitched reads,570787,94.89
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,567315,99.39
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,6807780
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,6730252,98.86
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,7942410
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,7856215,98.91
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
