SPATIAL ANALYSIS METRICS,,Total reads,3291666
SPATIAL ANALYSIS METRICS,,Total assigned reads,3098373,94.13
SPATIAL ANALYSIS METRICS,,Discarded reads,175839,5.34
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,727247
SPATIAL ANALYSIS METRICS,,Stitched reads,3115827,94.66
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,3098373,99.44
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,37180476
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,36710270,98.74
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,43377222
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,42890251,98.88
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
