time(s),filename,numbytes,info
9.5,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 14
9.6,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 17
9.6,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 15
9.7,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 16
9.8,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 18
9.8,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 16
9.8,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 15
9.8,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 13
10.5,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 19
10.5,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 22
10.6,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 20
10.6,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 18
10.8,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 19
11.0,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 21
11.2,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 25
11.3,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 24
11.3,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 20
11.4,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 17
11.4,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 23
11.4,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 21
11.4,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 22
11.5,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 23
11.7,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 27
11.8,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 25
11.8,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 26
12.0,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 24
12.1,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 27
12.1,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 28
12.2,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 26
12.2,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 29
12.3,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 30
12.3,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 28
12.6,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 29
12.6,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 31
12.8,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 30
12.9,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 31
12.9,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 33
13.0,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 34
13.1,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 32
13.2,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,1956338,part 37
13.2,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 33
13.3,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 32
13.5,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 34
13.5,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 35
13.5,DSP-1001660006002-A-F01_S61_L001_R1_001.fastq.gz,16777216,part 36
13.7,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 35
13.9,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,13979657,part 37
14.2,DSP-1001660006002-A-F01_S61_L001_R2_001.fastq.gz,16777216,part 36
