SPATIAL ANALYSIS METRICS,,Total reads,679990
SPATIAL ANALYSIS METRICS,,Total assigned reads,640563,94.20
SPATIAL ANALYSIS METRICS,,Discarded reads,36433,5.36
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,133043
SPATIAL ANALYSIS METRICS,,Stitched reads,643557,94.64
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,640563,99.53
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,7686756
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,7588066,98.72
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,8967882
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,8870066,98.91
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
