SPATIAL ANALYSIS METRICS,,Total reads,3092177
SPATIAL ANALYSIS METRICS,,Total assigned reads,2917637,94.36
SPATIAL ANALYSIS METRICS,,Discarded reads,160165,5.18
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,662798
SPATIAL ANALYSIS METRICS,,Stitched reads,2932012,94.82
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,2917637,99.51
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,35011644
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,34575477,98.75
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,40846918
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,40402394,98.91
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
