SPATIAL ANALYSIS METRICS,,Total reads,471959
SPATIAL ANALYSIS METRICS,,Total assigned reads,445400,94.37
SPATIAL ANALYSIS METRICS,,Discarded reads,24161,5.12
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,107986
SPATIAL ANALYSIS METRICS,,Stitched reads,447798,94.88
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,445400,99.46
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,5344800
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,5283539,98.85
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,6235600
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,6166520,98.89
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
