SPATIAL ANALYSIS METRICS,,Total reads,1761393
SPATIAL ANALYSIS METRICS,,Total assigned reads,1651775,93.78
SPATIAL ANALYSIS METRICS,,Discarded reads,98712,5.60
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,392570
SPATIAL ANALYSIS METRICS,,Stitched reads,1662681,94.40
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,1651775,99.34
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,19821300
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,19566583,98.71
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,23124850
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,22879720,98.94
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
