SPATIAL ANALYSIS METRICS,,Total reads,1922026
SPATIAL ANALYSIS METRICS,,Total assigned reads,1806242,93.98
SPATIAL ANALYSIS METRICS,,Discarded reads,101504,5.28
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,437603
SPATIAL ANALYSIS METRICS,,Stitched reads,1820522,94.72
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,1806242,99.22
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,21674904
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,21414306,98.80
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,25287388
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,25021555,98.95
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
