SPATIAL ANALYSIS METRICS,,Total reads,5755221
SPATIAL ANALYSIS METRICS,,Total assigned reads,5411951,94.04
SPATIAL ANALYSIS METRICS,,Discarded reads,314586,5.47
SPATIAL ANALYSIS METRICS,,Total UMI Family Count,1080365
SPATIAL ANALYSIS METRICS,,Stitched reads,5440635,94.53
SPATIAL ANALYSIS METRICS,,Assigned stitched reads,5411951,99.47
SPATIAL ANALYSIS METRICS,,Stitched bases in UMI,64943412
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in UMI,64138823,98.76
SPATIAL ANALYSIS METRICS,,Stitched bases in Barcode,75767314
SPATIAL ANALYSIS METRICS,,Stitched Q30 bases in Barcode,74967752,98.94
SPATIAL ANALYSIS METRICS,,Unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Assigned unstitched reads,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in UMI,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in UMI,0,0.00
SPATIAL ANALYSIS METRICS,,Unstitched bases in Barcode,0
SPATIAL ANALYSIS METRICS,,Unstitched Q30 bases in Barcode,0,0.00
SPATIAL ANALYSIS PARAMETERS,,Stitched-read analysis,enabled
SPATIAL ANALYSIS PARAMETERS,,Single-read analysis,disabled
SPATIAL ANALYSIS PARAMETERS,,Minimum sequence length,26
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence length,12
SPATIAL ANALYSIS PARAMETERS,,Barcode sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence length,14
SPATIAL ANALYSIS PARAMETERS,,UMI sequence edit distance,1
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge factor,2.00
SPATIAL ANALYSIS PARAMETERS,,UMI sequence merge adjustment,1
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching edit distance,1
SPATIAL ANALYSIS PARAMETERS,,Minimum stitching overlap,25
SPATIAL ANALYSIS PARAMETERS,,Maximum stitching overlap,32
SPATIAL ANALYSIS PARAMETERS,,Expected stitching overlap,26
